data,qtd,valor_liquido,valor_abs
2013-12-22,3,39.79,84.07
2013-12-23,3,661.99,772.01
2013-12-24,2,-93.88,93.88
2013-12-25,3,-64.45,64.45
2013-12-26,5,-177.64,177.64
2013-12-27,3,-68.11,68.11
2013-12-28,7,22782.12,23327.88
2013-12-29,12,-1344.28,1359.80
2013-12-30,7,-673.41,874.67
2013-12-31,2,230.43,230.43
2014-01-01,5,-109.72,157.14
2014-01-02,11,-506.63,506.63
2014-01-03,5,-181.67,223.11
2014-01-04,3,82865.03,83054.97
2014-01-05,5,-192.59,373.95
2014-01-06,4,32811.14,33478.86
2014-01-07,3,-1018.02,1018.02
2014-01-08,4,-101.13,326.79
2014-01-09,8,-474.49,474.49
2014-01-10,3,-137.92,137.92
2014-01-11,6,17154.00,17696.00
2014-01-12,3,-343.14,398.90
2014-01-13,4,-157.82,157.82
2014-01-15,3,61412.47,61887.53
2014-01-16,1,-24.67,24.67
2014-01-17,5,-132.69,132.69
2014-01-18,6,-671.58,751.68
2014-01-19,12,-24617.63,24718.43
2014-01-20,2,-54.38,54.38
2014-01-21,2,19186.04,19253.96
2014-01-23,3,17280.61,17539.39
2014-01-24,2,-1105.77,1105.77
2014-01-25,4,-437.16,437.16
2014-01-26,4,-652.71,652.71
2014-01-27,5,-456.36,456.36
2014-01-28,4,-271.90,271.90
2014-01-29,9,-157.69,874.17
2014-01-30,3,15292.50,15587.50
2014-01-31,5,-327.12,327.12
2014-02-01,5,-145.30,145.30
2014-02-02,2,-103.24,103.24
2014-02-03,1,-15.75,15.75
2014-02-04,5,-182.34,182.34
2014-02-05,8,129.21,368.91
2014-02-06,3,-44.68,113.20
2014-02-07,1,-103.63,103.63
2014-02-08,2,153.85,161.81
2014-02-11,3,-105.72,105.72
2014-02-14,2,-288.46,288.46
2014-02-15,3,97.11,378.49
2014-02-16,4,-65.31,65.31
2014-02-17,5,-330.70,550.52
2014-02-18,2,-149.72,149.72
2014-02-19,4,-198.75,244.25
2014-02-21,5,-31.31,183.61
2014-02-22,2,-98.24,98.24
2014-02-23,1,-12.77,12.77
2014-02-24,7,-457.41,457.41
2014-02-26,9,-375.78,484.62
2014-02-27,5,174.76,1098.24
2014-02-28,4,-267.82,267.82
2014-03-01,8,-218.80,546.36
2014-03-02,4,-656.25,656.25
2014-03-03,6,-157.74,317.80
2014-03-04,7,-561.92,561.92
2014-03-05,8,-605.71,605.71
2014-03-06,6,-438.32,438.32
2014-03-07,6,3.65,168.63
2014-03-08,5,-369.42,383.98
2014-03-09,7,-61.43,154.49
2014-03-10,6,20537.26,21331.56
2014-03-11,11,7538.34,8608.06
2014-03-12,6,-383.70,383.70
2014-03-13,9,-144.62,383.46
2014-03-14,6,-313.23,703.35
2014-03-15,3,-191.31,191.31
2014-03-17,4,-91.97,91.97
2014-03-18,3,-80.89,80.89
2014-03-19,4,-73.17,186.85
2014-03-20,3,-124.63,206.47
2014-03-21,2,155.00,352.30
2014-03-22,3,-415.18,415.18
2014-03-23,1,-9.93,9.93
2014-03-24,3,40383.43,40886.57
2014-03-25,1,-53.83,53.83
2014-03-26,3,15413.47,15586.53
2014-03-28,1,-260.00,260.00
2014-03-31,4,-452.58,452.58
2014-04-01,6,-175.97,297.41
2014-04-02,5,-103.59,352.39
2014-04-03,3,-695.38,1038.38
2014-04-04,9,60038.24,60344.96
2014-04-05,1,-25.62,25.62
2014-04-06,5,15985.97,16274.03
2014-04-08,3,15027.88,15152.12
2014-04-09,7,-398.82,413.98
2014-04-10,3,-249.46,375.78
2014-04-11,1,-61.41,61.41
2014-04-12,6,-193.49,193.49
2014-04-13,5,-372.74,372.74
2014-04-14,12,3172.70,4681.94
2014-04-15,11,-1633.41,1633.41
2014-04-16,2,-37394.56,37394.56
2014-04-18,4,-54.51,166.05
2014-04-19,1,-23.29,23.29
2014-04-20,5,-10.63,147.41
2014-04-21,11,-6.95,582.95
2014-04-22,3,4402.48,4937.52
2014-04-24,2,-285.45,285.45
2014-04-25,2,-40.42,40.42
2014-04-26,1,-66.97,66.97
2014-04-27,4,-123.40,123.40
2014-04-28,9,108.69,665.07
2014-04-29,1,-41.02,41.02
2014-05-01,8,-271.98,347.38
2014-05-02,7,-61.45,210.77
2014-05-03,3,241.95,439.45
2014-05-04,3,7264.72,7335.28
2014-05-05,5,-245.50,367.98
2014-05-06,3,23343.94,23420.06
2014-05-07,8,-349.63,349.63
2014-05-08,5,491.23,588.07
2014-05-09,4,53.18,314.44
2014-05-10,5,-314.08,314.08
2014-05-12,7,-319.93,319.93
2014-05-13,8,-236.50,269.68
2014-05-14,4,2297.38,2602.62
2014-05-15,2,17.63,52.37
2014-05-16,6,-1278.27,1278.27
2014-05-17,9,-240.09,543.29
2014-05-18,7,24513.07,24786.19
2014-05-19,12,-342.83,419.23
2014-05-20,6,10828.37,11371.63
2014-05-21,3,-78.98,78.98
2014-05-22,6,18.43,362.49
2014-05-23,7,-15540.22,15540.22
2014-05-24,6,10758.05,11296.37
2014-05-25,3,24.54,89.92
2014-05-26,6,-344.56,344.56
2014-05-29,3,-85.15,85.15
2014-05-30,5,53.96,641.44
2014-05-31,3,-174.38,174.38
2014-06-01,3,50.03,152.57
2014-06-02,1,-41.07,41.07
2014-06-03,8,-158.78,166.52
2014-06-04,6,-186.27,438.67
2014-06-05,9,67.02,922.08
2014-06-06,5,249.26,647.54
2014-06-07,5,-108.40,182.10
2014-06-08,11,-192.70,799.62
2014-06-09,9,4157.17,5102.83
2014-06-10,7,-114.56,114.56
2014-06-11,5,31848.73,32063.19
2014-06-12,8,35094.63,37193.33
2014-06-13,6,51.82,377.58
2014-06-14,8,-249.01,296.43
2014-06-15,3,-1708.43,1708.43
2014-06-16,1,-53.39,53.39
2014-06-17,5,-17.00,137.20
2014-06-18,6,-245.58,245.58
2014-06-19,2,-127.94,127.94
2014-06-20,3,-119.34,119.34
2014-06-21,3,135.22,586.38
2014-06-22,3,-62.97,62.97
2014-06-23,1,-2.65,2.65
2014-06-24,5,-133.43,190.59
2014-06-26,3,-336.35,336.35
2014-06-27,2,-202.52,202.52
2014-06-28,3,-252.94,252.94
2014-06-29,1,-30.99,30.99
2014-06-30,2,-150.97,150.97
2014-07-02,1,86.60,86.60
2014-07-03,4,30865.74,31604.26
2014-07-04,5,9800.31,10399.69
2014-07-06,2,63.15,153.65
2014-07-07,3,144.41,231.99
2014-07-08,2,-92.45,92.45
2014-07-09,5,-639.34,639.34
2014-07-10,3,-466.95,466.95
2014-07-11,6,60478.72,60774.48
2014-07-12,2,1101.84,1222.16
2014-07-13,1,-7.76,7.76
2014-07-14,1,-15.91,15.91
2014-07-15,2,16703.72,16703.72
2014-07-17,1,-24.20,24.20
2014-07-18,8,-132.90,303.30
2014-07-19,4,-159.37,281.95
2014-07-20,6,82957.73,83213.19
2014-07-21,4,-13.80,103.08
2014-07-23,2,-76.28,76.28
2014-07-24,2,-47683.93,47683.93
2014-07-25,8,-1304.36,1304.36
2014-07-26,10,90724.63,91615.37
2014-07-27,6,129714.81,130162.49
2014-07-28,3,92.32,172.48
2014-07-29,4,-94.32,94.32
2014-07-30,7,-102.44,291.86
2014-07-31,6,271.35,642.85
2014-08-01,7,10325.10,10925.44
2014-08-02,5,-34164.41,34232.59
2014-08-03,3,-208.52,310.52
2014-08-04,10,555.40,1511.20
2014-08-05,7,-400.97,400.97
2014-08-06,5,-271.43,350.63
2014-08-07,7,7719.60,8369.84
2014-08-08,2,-114.74,114.74
2014-08-09,3,45922.47,45997.53
2014-08-10,4,1378.32,1462.88
2014-08-11,3,-291.01,291.01
2014-08-12,3,-241.81,241.81
2014-08-13,2,-951.69,951.69
2014-08-14,3,56.45,142.35
2014-08-15,4,-179.88,179.88
2014-08-16,7,-197.07,343.53
2014-08-17,2,-150.67,150.67
2014-08-18,4,-1213.40,1213.40
2014-08-19,4,-35.94,55.36
2014-08-20,3,-171.82,171.82
2014-08-21,5,14582.43,15057.57
2014-08-22,3,-408.64,408.64
2014-08-23,2,-172.10,172.10
2014-08-24,2,23900.92,23949.08
2014-08-25,1,-39.17,39.17
2014-08-26,1,-26.20,26.20
2014-08-27,1,79.90,79.90
2014-08-28,3,-235.54,235.54
2014-08-29,4,-131.67,131.67
2014-08-30,4,-107.53,107.53
2014-08-31,7,-291.84,291.84
2014-09-01,4,-386.35,386.35
2014-09-02,9,-282.51,619.31
2014-09-03,5,-290.81,290.81
2014-09-04,2,-5.18,57.38
2014-09-05,6,-220.34,220.34
2014-09-07,9,-922.46,1461.86
2014-09-08,5,-215.50,215.50
2014-09-09,3,-401.14,401.14
2014-09-10,2,-255.69,255.69
2014-09-11,4,-363.64,363.64
2014-09-12,5,20594.90,21210.08
2014-09-14,1,154.40,154.40
2014-09-15,8,54091.42,54753.40
2014-09-16,11,-774.58,774.58
2014-09-17,3,606.82,627.32
2014-09-18,6,1.34,299.92
2014-09-19,6,-147.08,174.92
2014-09-20,8,-166.58,313.68
2014-09-21,6,-65.24,436.04
2014-09-22,3,-246.13,246.13
2014-09-23,6,-262.78,262.78
2014-09-24,4,899.23,1179.65
2014-09-25,6,6008.07,7081.93
2014-09-26,6,-360.60,360.60
2014-09-27,6,-200.84,358.88
2014-09-28,5,-140.62,140.62
2014-09-29,2,-15.55,15.55
2014-09-30,7,-938.12,938.12
2014-10-01,1,-9.01,9.01
2014-10-02,12,39888.60,40952.42
2014-10-03,6,-230.91,230.91
2014-10-04,6,-706.27,706.27
2014-10-05,3,-38.67,60.57
2014-10-06,5,-163.53,163.53
2014-10-07,6,12056.28,12471.40
2014-10-08,5,-596.77,596.77
2014-10-09,4,-357.09,357.09
2014-10-10,3,-293.40,293.40
2014-10-11,8,-368.34,368.34
2014-10-12,4,-245.40,245.40
2014-10-13,1,-51.79,51.79
2014-10-14,6,33064.89,34075.11
2014-10-15,4,-182.73,182.73
2014-10-16,3,-10.97,103.17
2014-10-17,4,-1105.24,1105.24
2014-10-18,3,-251.95,251.95
2014-10-20,2,-125.73,125.73
2014-10-22,2,-133.51,133.51
2014-10-23,5,-760.89,760.89
2014-10-24,7,-788.61,788.61
2014-10-25,8,-656.38,656.38
2014-10-26,5,-203.32,235.44
2014-10-27,2,-237.36,237.36
2014-10-28,6,40036.74,40473.26
2014-10-29,1,-29.95,29.95
2014-10-30,1,65.28,65.28
2014-10-31,4,-274.37,465.57
2014-11-02,4,-108.72,108.72
2014-11-03,1,-117.28,117.28
2014-11-04,2,-116.51,116.51
2014-11-05,2,-51.89,51.89
2014-11-06,2,71.42,71.42
2014-11-07,6,-660.77,660.77
2014-11-08,6,-515.59,515.59
2014-11-09,5,23176.90,23806.34
2014-11-10,3,-179.09,179.09
2014-11-11,4,915.07,1181.33
2014-11-12,4,-158.99,270.13
2014-11-13,2,-84.88,84.88
2014-11-14,4,-15542.48,15542.48
2014-11-15,1,-535.60,535.60
2014-11-16,3,-96.19,96.19
2014-11-17,1,-60.00,60.00
2014-11-18,12,-761.28,1035.72
2014-11-19,8,-975.43,975.43
2014-11-20,4,-38.46,206.86
2014-11-21,5,-33.54,238.54
2014-11-22,11,-222.12,321.12
2014-11-23,3,-71.14,98.82
2014-11-24,7,-291.63,291.63
2014-11-25,1,-20.16,20.16
2014-11-26,3,-129.50,129.50
2014-11-27,3,-518.71,518.71
2014-11-28,4,181.40,562.40
2014-11-29,3,-104.40,104.40
2014-11-30,3,-172.77,172.77
2014-12-01,3,-119.72,119.72
2014-12-02,6,-213.56,213.56
2014-12-03,4,-222.33,222.33
2014-12-04,1,285.53,285.53
2014-12-05,2,-239.69,239.69
2014-12-06,3,149.27,234.87
2014-12-07,1,-185.00,185.00
2014-12-08,2,298.37,410.91
2014-12-09,5,-1134.71,1134.71
2014-12-11,1,-39.47,39.47
2014-12-12,2,-70.58,70.58
2014-12-13,3,-424.96,424.96
2014-12-14,4,-198.77,390.17
2014-12-15,1,-23.75,23.75
2014-12-16,7,9396.14,9893.86
2014-12-17,8,-63.75,205.25
2014-12-18,5,-667.42,667.42
2014-12-19,3,-84.12,84.12
2014-12-20,4,-182.23,182.23
2014-12-21,5,-174.54,174.54
2014-12-22,3,-154.09,154.09
2014-12-24,5,-247.97,360.17
2014-12-25,5,-61127.29,61127.29
2014-12-26,17,-2024.07,2367.47
2014-12-27,8,19298.39,20911.61
2014-12-28,4,-77.38,77.38
2014-12-29,7,284.72,1110.54
2014-12-31,6,-396.54,396.54
2015-01-01,1,-53.99,53.99
2015-01-02,1,-14.88,14.88
2015-01-03,1,-69.80,69.80
2015-01-04,2,-74.11,74.11
2015-01-05,4,-118.77,118.77
2015-01-06,5,-142.46,414.02
2015-01-07,12,-175.42,1096.98
2015-01-08,3,-682.79,682.79
2015-01-09,6,-433.77,433.77
2015-01-10,10,-525.76,951.06
2015-01-11,3,-83.36,102.46
2015-01-12,4,-295.67,295.67
2015-01-13,9,16947.02,17762.98
2015-01-14,4,-81.62,81.62
2015-01-15,2,-71.86,71.86
2015-01-16,10,13.73,468.33
2015-01-17,8,-398.42,508.86
2015-01-18,7,-115.22,372.76
2015-01-19,8,-2.13,217.43
2015-01-20,3,-310.97,310.97
2015-01-21,2,-367.06,367.06
2015-01-22,3,-151.81,151.81
2015-01-23,2,18.98,58.66
2015-01-24,2,-74.57,74.57
2015-01-25,6,-0.67,169.65
2015-01-26,4,52.11,104.19
2015-01-28,1,-9.62,9.62
2015-01-29,4,5845.59,6017.61
2015-01-30,7,-382.90,410.60
2015-01-31,3,-137.40,137.40
2015-02-01,4,-136.43,136.43
2015-02-02,3,-488.15,488.15
2015-02-03,3,-494.32,494.32
2015-02-04,5,16197.76,16506.34
2015-02-05,5,-203.62,203.62
2015-02-06,5,324.38,685.82
2015-02-08,6,45014.31,45369.55
2015-02-09,6,-195.25,195.25
2015-02-10,2,-74.68,74.68
2015-02-11,2,-1284.93,1284.93
2015-02-12,9,120.07,2655.93
2015-02-13,4,-267.45,267.45
2015-02-14,6,-2118.65,2118.65
2015-02-15,1,-17420.00,17420.00
2015-02-16,2,10.85,33.23
2015-02-17,7,-106.50,515.28
2015-02-18,4,-410.99,410.99
2015-02-19,2,18.36,192.82
2015-02-20,3,75.87,160.39
2015-02-21,4,19870.51,20075.75
2015-02-23,5,246.57,693.43
2015-02-24,1,-11.36,11.36
2015-02-25,2,-133.85,133.85
2015-02-26,1,30.95,30.95
2015-02-27,2,-65.62,65.62
2015-03-01,4,-77.26,90.12
2015-03-02,1,-80.77,80.77
2015-03-03,3,-202.82,202.82
2015-03-04,1,69.36,69.36
2015-03-06,2,-63.51,63.51
2015-03-07,3,-37.22,105.06
2015-03-08,9,-333.57,554.09
2015-03-09,11,35481.01,36907.35
2015-03-10,7,-43.66,767.80
2015-03-11,4,76.67,403.53
2015-03-12,5,-82.26,88.66
2015-03-13,3,-91.23,91.23
2015-03-14,6,-85.35,260.45
2015-03-15,3,-25.36,274.64
2015-03-16,3,-969.28,969.28
2015-03-17,2,44.72,140.28
2015-03-18,1,-6.47,6.47
2015-03-19,7,-467.40,467.40
2015-03-20,4,-283.77,283.77
2015-03-21,4,-196.21,196.21
2015-03-22,7,19454.97,20014.63
2015-03-23,8,-180.93,511.27
2015-03-24,9,31175.96,31464.04
2015-03-25,7,-363.70,708.90
2015-03-26,3,-214.67,214.67
2015-03-27,7,-545.55,545.55
2015-03-28,6,-176.81,183.41
2015-03-29,6,-521.67,695.63
2015-03-30,3,-105.73,643.13
2015-03-31,3,-464.77,464.77
2015-04-01,2,-108.91,108.91
2015-04-02,2,-487.53,487.53
2015-04-03,6,-266.13,266.13
2015-04-04,13,-1102.57,1346.11
2015-04-05,4,166.03,219.21
2015-04-06,10,-320.31,670.51
2015-04-07,12,-656.98,698.26
2015-04-08,10,-814.15,814.15
2015-04-09,3,-135.10,135.10
2015-04-10,3,-117.94,269.92
2015-04-11,8,-52.16,386.82
2015-04-12,1,23.45,23.45
2015-04-13,4,-547.37,737.31
2015-04-14,6,-214.94,262.10
2015-04-15,6,27962.41,28358.45
2015-04-16,1,-15.88,15.88
2015-04-17,9,13999.32,14528.52
2015-04-18,12,17438.47,18911.53
2015-04-19,12,-633.69,670.49
2015-04-20,6,-166.60,166.60
2015-04-21,4,-159.92,159.92
2015-04-22,5,-177.70,550.90
2015-04-23,4,-439.05,439.05
2015-04-24,6,-457.32,457.32
2015-04-25,4,-214.38,214.38
2015-04-26,10,25419.99,28180.01
2015-04-27,9,-236.92,388.28
2015-04-28,10,35.25,798.63
2015-04-29,9,-239.63,239.63
2015-04-30,8,-396.34,847.66
2015-05-01,7,71369.92,72470.08
2015-05-02,9,21201.89,22538.11
2015-05-03,6,10176.48,10473.52
2015-05-04,5,3085.37,3474.63
2015-05-05,3,-287.21,287.21
2015-05-06,9,-1831.90,1831.90
2015-05-07,6,-854.74,854.74
2015-05-08,1,-18.65,18.65
2015-05-09,3,-8.51,51.59
2015-05-10,2,1189.95,1238.05
2015-05-11,2,-59.37,59.37
2015-05-12,3,168.46,214.74
2015-05-13,2,-25.00,25.00
2015-05-14,6,-399.03,399.03
2015-05-15,1,306.80,306.80
2015-05-16,6,1209.31,1642.81
2015-05-17,2,32.08,54.00
2015-05-18,1,16.72,16.72
2015-05-19,3,-145.91,145.91
2015-05-20,3,-109.42,183.28
2015-05-21,1,-12.45,12.45
2015-05-22,2,-320.98,320.98
2015-05-23,1,-20.75,20.75
2015-05-24,3,-135.72,135.72
2015-05-25,8,-761.81,1019.23
2015-05-28,6,-166.45,440.25
2015-05-29,3,58.26,161.06
2015-05-30,4,613.59,910.41
2015-05-31,7,-443.69,510.83
2015-06-01,11,-407.61,501.17
2015-06-02,7,78.59,364.77
2015-06-03,9,-499.20,548.12
2015-06-04,6,-328.40,328.40
2015-06-05,12,24239.91,25092.17
2015-06-06,5,-210.89,210.89
2015-06-07,3,-639.90,747.22
2015-06-08,5,-211.95,260.45
2015-06-09,2,-102.32,102.32
2015-06-10,2,-61.37,61.37
2015-06-11,5,52.86,344.94
2015-06-12,11,29666.21,31493.79
2015-06-13,5,-12253.39,12336.97
2015-06-14,8,-231.89,326.31
2015-06-15,6,-788.55,788.55
2015-06-16,4,-229.65,310.77
2015-06-17,1,-10.37,10.37
2015-06-18,2,-12.89,58.37
2015-06-19,6,25.82,413.38
2015-06-20,7,135.93,430.73
2015-06-21,7,-474.44,474.44
2015-06-22,18,110276.57,111963.43
2015-06-23,1,742.00,742.00
2015-06-24,3,41636.04,41673.96
2015-06-25,6,-317.15,374.33
2015-06-26,5,-2587.36,2587.36
2015-06-27,7,-446.39,446.39
2015-06-28,2,-82.38,82.38
2015-06-29,7,-3577.49,3680.93
2015-06-30,2,-94.97,94.97
2015-07-01,4,-196.07,196.07
2015-07-02,8,1667.12,3488.88
2015-07-03,7,-316.85,373.71
2015-07-04,4,43.27,208.01
2015-07-05,2,-248.46,248.46
2015-07-06,10,-127.03,1270.43
2015-07-07,4,17.60,95.06
2015-07-08,10,-587.85,587.85
2015-07-09,5,-65.05,200.77
2015-07-10,12,-69.52,752.42
2015-07-11,3,-121.65,121.65
2015-07-14,7,53283.00,53594.12
2015-07-15,3,-79.26,79.26
2015-07-16,7,660.65,1115.55
2015-07-17,4,-232.16,232.16
2015-07-18,3,-121.84,121.84
2015-07-19,2,-98.79,98.79
2015-07-20,5,4027.45,4478.55
2015-07-21,3,121.58,272.42
2015-07-22,6,197.22,545.38
2015-07-23,7,-309.23,382.99
2015-07-24,8,47.76,394.12
2015-07-25,6,9607.13,10158.07
2015-07-26,10,383.05,2023.25
2015-07-27,6,12228.01,12991.99
2015-07-28,5,20761.40,20850.72
2015-07-29,2,-24.61,24.61
2015-07-30,4,17548.16,17810.64
2015-07-31,5,6249.55,6570.45
2015-08-01,3,-267.02,267.02
2015-08-02,4,-199.07,264.41
2015-08-03,7,872.02,1238.44
2015-08-04,3,-419.42,419.42
2015-08-05,6,-399.38,399.38
2015-08-06,1,-35.05,35.05
2015-08-07,1,-37.38,37.38
2015-08-08,3,34.63,194.05
2015-08-09,3,-93.78,132.58
2015-08-10,7,180.54,628.84
2015-08-11,10,-594.12,618.90
2015-08-12,11,16940.00,18241.98
2015-08-13,9,15672.65,16387.45
2015-08-14,3,-363.79,363.79
2015-08-15,13,-92.82,1161.82
2015-08-16,9,101.01,975.45
2015-08-17,8,-370.17,370.17
2015-08-18,7,-400.56,454.96
2015-08-19,3,-147.40,147.40
2015-08-20,7,-646.66,878.68
2015-08-21,12,37913.44,38876.56
2015-08-22,2,-94.39,94.39
2015-08-23,12,-3805.52,3805.52
2015-08-24,12,627.57,2872.63
2015-08-25,13,-857.07,857.07
2015-08-26,7,-338.68,338.68
2015-08-27,4,-227.57,227.57
2015-08-28,3,-246.58,246.58
2015-08-29,8,-7.53,1076.93
2015-08-30,3,67602.60,67743.20
2015-08-31,6,-136.37,280.97
2015-09-01,12,-980.36,1137.74
2015-09-02,7,-245.86,245.86
2015-09-03,9,-512.38,583.80
2015-09-04,1,-45.82,45.82
2015-09-05,4,-315.75,315.75
2015-09-06,1,138.10,138.10
2015-09-07,1,54.65,54.65
2015-09-08,3,-64.34,64.34
2015-09-09,5,596.24,1495.96
2015-09-10,5,-225.12,225.12
2015-09-11,4,-31.69,114.27
2015-09-12,6,-231.56,231.56
2015-09-13,1,-18.38,18.38
2015-09-14,1,-83.83,83.83
2015-09-15,3,-223.93,223.93
2015-09-16,3,-250.52,250.52
2015-09-19,10,1003.88,1498.40
2015-09-20,3,-186.56,186.56
2015-09-21,5,-376.14,376.14
2015-09-22,9,4569.97,4963.73
2015-09-23,9,-62.69,437.69
2015-09-24,4,-238.30,238.30
2015-09-25,4,-231.08,231.08
2015-09-26,2,-32.57,32.57
2015-09-27,1,-29.42,29.42
2015-09-29,6,-325.56,325.56
2015-09-30,9,8627.54,10814.16
2015-10-01,3,147.45,171.05
2015-10-02,1,-17.09,17.09
2015-10-03,8,-225.26,225.26
2015-10-04,7,508.05,779.55
2015-10-06,4,-202.76,202.76
2015-10-07,3,131.42,176.78
2015-10-08,3,-313.32,313.32
2015-10-09,3,-61.09,61.09
2015-10-10,4,-33.65,160.05
2015-10-11,7,-195.43,195.43
2015-10-12,4,-86.95,146.55
2015-10-13,6,-602.66,602.66
2015-10-14,3,-3.17,80.91
2015-10-15,10,-16134.62,16395.42
2015-10-16,7,-597.52,597.52
2015-10-17,9,-422.11,422.11
2015-10-18,4,-500.22,500.22
2015-10-19,4,542.57,852.57
2015-10-20,8,29710.95,30655.65
2015-10-21,2,-159.92,159.92
2015-10-22,8,-51.66,275.44
2015-10-23,8,-118.86,361.16
2015-10-24,8,-427.82,427.82
2015-10-25,10,-311.91,395.09
2015-10-26,3,61.86,207.22
2015-10-27,14,1260.90,2204.32
2015-10-28,9,-288.38,446.34
2015-10-29,6,11266.99,11713.01
2015-10-30,6,-619.42,656.18
2015-10-31,7,4275.45,5458.55
2015-11-01,7,-97.35,365.97
2015-11-02,3,-135.13,135.13
2015-11-03,3,-114.61,114.61
2015-11-04,5,22289.84,23010.16
2015-11-05,7,20.68,267.12
2015-11-06,4,-233.41,396.19
2015-11-07,5,-128.50,128.50
2015-11-08,4,-196.23,220.75
2015-11-09,9,218.21,2546.27
2015-11-10,10,58914.98,60815.02
2015-11-11,3,39.81,137.03
2015-11-12,5,-7.40,274.44
2015-11-13,17,-10327.90,10535.82
2015-11-14,5,-191.73,191.73
2015-11-15,3,59.07,177.93
2015-11-16,3,-40.79,123.39
2015-11-17,5,5118.33,6987.67
2015-11-18,12,-133.58,883.66
2015-11-19,6,44543.21,44847.73
2015-11-20,6,-441.98,441.98
2015-11-21,10,-657.03,783.27
2015-11-22,12,-382.72,492.88
2015-11-23,3,-63.27,109.07
2015-11-24,6,6988.99,7669.69
2015-11-25,5,-42.70,781.66
2015-11-26,2,-71.13,71.13
2015-11-27,5,-346.39,346.39
2015-11-30,6,-190.94,484.94
2015-12-01,2,-409.03,409.03
2015-12-02,7,15858.98,16319.60
2015-12-03,14,-619.96,1171.68
2015-12-04,7,-478.08,530.16
2015-12-05,7,-235.63,374.13
2015-12-06,6,75364.07,75737.93
2015-12-07,4,-625.19,625.19
2015-12-08,4,-524.49,524.49
2015-12-09,4,-169.28,169.28
2015-12-10,7,29872.38,30374.82
2015-12-11,4,-305.92,305.92
2015-12-12,9,1922.90,2829.30
2015-12-13,6,-16.24,107.26
2015-12-14,9,-222.32,364.94
2015-12-15,3,9.30,80.62
2015-12-16,5,-249.43,249.43
2015-12-17,2,-52.53,52.53
2015-12-18,4,-38578.52,38578.52
2015-12-19,5,-140.35,140.35
2015-12-20,3,-100.05,115.17
2015-12-21,9,-1135.96,1135.96
2015-12-22,17,37372.68,39075.60
2015-12-23,1,-13.86,13.86
2015-12-24,7,-711.65,718.61
2015-12-25,7,-1220.74,1220.74
2015-12-26,9,-130.20,503.50
2015-12-27,1,-95.60,95.60
2015-12-28,3,-201.66,300.84
2015-12-29,5,-57.15,214.73
2015-12-30,14,-889.69,1027.15
2015-12-31,10,-180.22,662.84
2016-01-01,6,-217.59,495.19
2016-01-02,12,-223.30,323.22
2016-01-03,8,37135.01,37675.07
2016-01-04,5,37395.55,37547.45
2016-01-05,8,18823.72,19197.72
2016-01-06,10,-1033.18,1133.78
2016-01-07,11,8725.76,10134.24
2016-01-08,5,-2203.61,2413.93
2016-01-09,9,-232.12,444.32
2016-01-10,8,-662.29,662.29
2016-01-11,9,-361.19,538.13
2016-01-12,6,90.15,254.23
2016-01-13,3,-137.30,137.30
2016-01-14,6,29027.85,29442.15
2016-01-15,5,-156.56,205.16
2016-01-16,6,-7565.82,7565.82
2016-01-17,8,-1000.00,1046.54
2016-01-18,3,-830.62,830.62
2016-01-19,5,-219.72,237.14
2016-01-20,4,-157.07,157.07
2016-01-21,2,-20.39,20.39
2016-01-22,8,29038.86,29531.36
2016-01-23,11,-330.86,330.86
2016-01-24,6,590.72,819.80
2016-01-25,10,-1260.98,1260.98
2016-01-26,11,-315.38,1014.98
2016-01-27,7,-127.17,333.45
2016-01-28,7,790.14,1760.62
2016-01-29,5,-145.91,490.71
2016-01-30,4,-40.70,53.28
2016-01-31,10,14057.92,15808.08
2016-02-01,9,-470.01,519.61
2016-02-02,15,-461.95,936.99
2016-02-03,2,-10.87,96.31
2016-02-04,9,3721.38,5292.62
2016-02-05,5,-298.15,298.15
2016-02-06,7,-450.47,450.47
2016-02-07,2,-163.73,163.73
2016-02-08,4,-342.37,342.37
2016-02-09,7,-480.96,480.96
2016-02-10,12,-3850.33,4168.41
2016-02-11,8,-2967.95,2984.07
2016-02-12,3,5561.78,5668.22
2016-02-13,6,-443.20,443.20
2016-02-14,7,-993.49,1094.15
2016-02-15,3,-111.92,111.92
2016-02-16,6,-59.29,226.69
2016-02-17,8,-429.91,578.45
2016-02-18,2,-137.86,137.86
2016-02-19,10,-221.68,235.66
2016-02-20,12,-447.52,657.80
2016-02-21,3,-1797.68,2152.92
2016-02-22,8,-303.15,413.49
2016-02-23,4,-1059.34,1162.64
2016-02-24,10,-231.58,329.72
2016-02-25,3,373.09,430.51
2016-02-26,3,-34.14,102.16
2016-02-27,6,389.15,672.09
2016-02-28,9,-1033.08,1068.72
2016-02-29,11,1966.08,4313.56
2016-03-01,3,197.19,471.01
2016-03-02,8,-410.07,528.69
2016-03-03,8,-163.28,300.22
2016-03-04,3,-281.93,281.93
2016-03-05,4,-66519.21,66568.49
2016-03-06,9,-159.80,255.52
2016-03-07,4,-308.75,308.75
2016-03-08,1,4770.00,4770.00
2016-03-09,2,28.40,144.60
2016-03-10,9,-93.04,483.20
2016-03-11,5,-2249.86,2387.26
2016-03-12,8,-483.05,483.05
2016-03-13,8,375.93,564.01
2016-03-14,7,721.58,1075.04
2016-03-15,9,6677.62,7351.16
2016-03-16,10,3795.25,4347.27
